,영화제목,개봉년도,제작년도,영화코드
729,기동전사 건담 시드,2002,2002,62350
730,기쿠지로의 여름,2002,1999,27350
731,긴급조치 19호,2002,2002,34210
732,까삐꾸씨 까삐깜,2002,2001,35886
733,꽃보다 남자 2,2002,2003,38627
734,꿈 속의 여인,2002,1998,27320
735,나쁜 남자,2002,2001,32681
736,낙타들,2002,2001,33753
737,남자 태어나다,2002,2002,34491
738,내겐 너무 가벼운 그녀,2002,2001,33759
739,냉장고,2002,1999,29530
740,너 없는 나,2002,2002,34588
741,네 멋대로 해라,2002,2002,37925
742,다이아몬드를 쏴라,2002,2001,34241
743,다큐멘터리 한대수,2002,2001,33673
744,단팥죽,2002,2000,32100
745,대박 가족,2002,2002,38805
746,더 원,2002,2001,31707
747,더블 비전,2002,2002,36317
748,도니 다코,2002,2001,33795
749,도둑맞곤 못살아,2002,2002,35104
750,도형일기,2002,1997,33361
751,돈 세이 워드,2002,2001,33457
752,동물원 사람들,2002,2002,39494
753,동첩,2002,2002,36426
754,둘 하나 섹스,2002,1998,27419
755,둘의 밤,2002,1999,33360
756,뒤통수 조심해라,2002,2002,36130
757,듀스 와일드,2002,2002,34585
758,드래곤플라이,2002,2002,34389
759,디 아더스,2002,2001,33062
760,디 아이,2002,2002,35363
761,디 오더,2002,2001,34023
762,디-톡스,2002,2002,31283
763,디스터번스,2002,2001,33843
764,디오스,2002,2001,33822
765,디지몬 테이머즈 : 폭주 디지몬 특급,2002,2002,120740
766,똑바로 살아라,2002,2002,37941
767,뚫어야 산다,2002,2002,34255
768,라스트 캐슬,2002,2001,33721
769,라이딩 위드 보이즈,2002,2001,33720
770,라이벌,2002,2002,42816
771,라이브 라인,2002,2002,37901
772,라이터를 켜라,2002,2002,33836
773,러빙 유,2002,2002,39599
774,레드 드래곤,2002,2002,35733
775,레슨,2002,2000,34862
776,레인 오브 파이어,2002,2002,35554
777,레지던트 이블,2002,2002,34514
778,레츠 고,2002,2002,19619
779,레퀴엠,2002,2000,31282
780,로드 무비,2002,2002,34447
781,로드 투 퍼디션,2002,2002,31310
782,로망스,2002,2002,40042
783,로얄 테넌바움,2002,2001,34122
784,롤러볼,2002,2002,31270
785,루키,2002,2002,34566
786,리빙 하바나,2002,2000,33447
787,리틀 뱀파이어,2002,2000,31160
788,릴로 & 스티치,2002,2002,32114
789,마고,2002,2000,31239
790,마르티나,2002,2001,33583
791,마리 이야기,2002,2001,31572
792,마법의 성,2002,2002,35459
793,마이너리티 리포트,2002,2002,31788
794,마제스틱,2002,2001,31864
795,막상막하,2002,2002,62257
796,맨 인 블랙 2,2002,2002,32580
797,머더 바이 넘버,2002,2002,34581
798,명랑 소녀 성공기,2002,2002,38700
799,모든 천사는 수위를 꿈꾼다,2002,2000,32108
800,모스맨,2002,2002,34226
801,모탈 트랜스퍼,2002,2000,31733
802,목요일 3교시,2002,2001,34676
803,몬스터 볼,2002,2001,34175
804,몬테 크리스토 백작,2002,2002,33048
805,몽정기,2002,2002,34263
806,몽중인,2002,2001,32192
807,무언의 목격자 시즌6,2002,2002,89278
808,묻지마 패밀리,2002,2002,34531
809,뮤즈,2002,1999,26220
810,뮤턴트 에일리언,2002,2001,34098
811,미션 바라바,2002,2001,33797
812,미스터 디즈,2002,2002,35302
813,미스터 빈 - 애니메이션 시리즈,2002,2001,34448
814,미워도 다시 한번 2002,2002,2002,31962
815,믿거나 말거나 - 3차 TV 시리즈,2002,1999,32530
816,밀리언 달러 호텔,2002,2000,29952
817,밀애,2002,2002,34971
818,바람이 분다,2002,2001,36049
819,바람이 우리를 데려다 주리라,2002,1999,27267
820,바운스,2002,1997,25778
821,반지의 제왕: 두 개의 탑,2002,2002,31795
822,방라잔,2002,2000,33685
823,배드 컴퍼니,2002,2002,34948
824,배틀로얄,2002,2000,31465
825,밴디츠,2002,2001,33561
826,"버스, 정류장",2002,2001,31814
827,버추얼 웨폰,2002,2002,33868
828,범죄의 요소,2002,1984,29815
829,베일 속의 키스,2002,2002,141785
830,별을 쏘다,2002,2002,39585
831,보스 상륙 작전,2002,2002,35281
832,복수는 나의 것,2002,2002,32667
833,복수의 엘레지,2002,2002,35428
834,본 아이덴티티,2002,2002,35273
835,본즈,2002,2001,33757
836,뷰티풀 마인드,2002,2001,34010
837,브루저,2002,2000,33449
838,블랙 호크 다운,2002,2001,33410
839,블레이드 2,2002,2002,31705
840,비밀,2002,1999,31371
841,비밀 투표,2002,2001,33539
842,비포 나잇 폴스,2002,2000,29751
843,빅 트러블,2002,2002,31912
844,빵과 장미,2002,2000,29796
845,뽀삐,2002,2002,34254
846,사자성어,2002,2002,33865
847,새는 폐곡선을 그린다,2002,1999,27308
848,새집이라고 했는데 이 얼룩은 뭐죠,2002,2002,35285
849,색즉시공,2002,2002,35778
850,생로병사의 비밀,2002,2002,101177
851,생활의 발견,2002,2002,33869
852,서브웨이 키즈,2002,1999,35352
853,서브웨이 키즈 2002,2002,2002,36122
854,서울,2002,2002,34165
855,서프라이즈,2002,2002,33563
856,선물,2002,2002,41322
857,선샤인,2002,2002,35844
858,성냥팔이 소녀의 재림,2002,2002,31150
859,세렌디피티,2002,2001,33493
860,세션 나인,2002,2001,33112
861,센과 치히로의 행방불명,2002,2001,32686
862,소림축구,2002,2001,33082
863,소울 서바이버,2002,2001,33312
864,쇼타임,2002,2002,34515
865,순수의 시대,2002,2002,38783
866,쉬핑 뉴스,2002,2001,34186
867,슈팅 라이크 베컴,2002,2002,35355
868,스노우 독스,2002,2002,34200
869,스물넷,2002,2001,32475
870,스위트 알라바마,2002,2002,35573
871,스콜피온 킹,2002,2002,34572
872,스쿠비 두,2002,2002,34942
873,스타워즈 에피소드 2 - 클론의 습격,2002,2002,30300
874,스토커,2002,2002,34203
875,스튜어트 리틀 2,2002,2002,35108
876,스틸,2002,2002,35195
877,스파이 게임,2002,2001,31911
878,스파이더맨,2002,2002,31307
879,스페릭스,2002,2001,32724
880,스피릿,2002,2002,35100
881,슬랙커즈,2002,2002,34042
882,시험은 끝났다,2002,2001,36050
883,신기한 동굴 여행,2002,2001,35288
884,싸울아비,2002,2001,32447
885,싸인,2002,2002,34956
886,써클,2002,2000,30941
887,썸 오브 올 피어스,2002,2002,34926
888,쓰리,2002,2002,32967
889,아 유 레디?,2002,2002,34207
890,아귀레 신의 분노,2002,1972,12719
891,아스테릭스 2 - 미션 클레오파트라,2002,2002,33070
892,아이 엠 샘,2002,2001,34227
893,아이리스,2002,2001,34209
894,아이스 에이지,2002,2002,34449
895,아이언 레이디,2002,2000,32685
896,아이언 팜,2002,2002,31478
897,아프리카,2002,2001,33084
898,악마 같은 여자,2002,2001,31836
899,알 수 있다,2002,2000,32542
900,알리,2002,2001,31915
901,야인시대,2002,2002,36385
902,어느날 그녀에게 생긴 일,2002,2002,34970
903,어디 갔다 왔니?,2002,1999,30185
904,어머! 물고기가 됐어요,2002,2000,35118
905,어바웃 어 보이,2002,2002,35070
906,어사 박문수,2002,2002,28708
907,어페어 오브 더 넥클리스,2002,2001,12271
908,언제나 두근두근,2002,2002,44005
909,언페이스풀,2002,2002,34969
910,얼론,2002,2001,33693
911,엄마의 노래,2002,2002,38650
912,에너미 라인스,2002,2001,34076
913,에브리바디 페이머스,2002,2000,32127
914,엑스 대 세버,2002,2002,35975
915,엑스페리먼트,2002,2001,33680
916,엔조이 유어 썸머,2002,2000,32199
917,여고 동창생,2002,2002,39496
918,여우와 솜사탕,2002,2001,38120
919,연애소설,2002,2002,34362
920,예스터데이,2002,2002,31658
921,오남매,2002,2002,40193
922,오렌지,2002,2002,39630
923,오버 더 레인보우,2002,2002,33870
924,오션스 일레븐,2002,2001,31797
925,오스본 패밀리,2002,2002,38819
926,오스틴 파워: 골드 멤버,2002,2002,35162
927,오아시스,2002,2002,34093
928,올림포스 가디언,2002,개봉년도(2002),37100
929,와일드 클럽,2002,2002,35974
930,요리킹 조리킹,2002,2002,37143
931,우렁 각시,2002,2001,19923
932,우주에서 온 엽기 삼총사,2002,2001,36982
933,울랄라 씨스터즈,2002,2002,33550
934,워크 투 리멤버,2002,2002,34225
935,워터보이즈,2002,2001,33682
936,웨이트 오브 워터,2002,2000,31905
937,위 워 솔저스,2002,2002,34416
938,위대한 비상,2002,2001,34198
939,위험한 유혹,2002,2002,35933
940,윈드토커,2002,2002,31914
941,유리 구두,2002,2002,38623
942,유아독존,2002,2002,35989
943,이 투 마마,2002,2001,27765
944,이것은 서태지가 아니다,2002,2001,33642
945,이너프,2002,2002,19603
946,이누야샤,2002,2000,40210
947,이브의 아름다운 키스,2002,2001,34516
948,이소룡을 찾아랏!,2002,2001,32823
949,익스트림 OPS,2002,2002,36380
950,인썸니아,2002,2002,35163
951,인어 아가씨,2002,2002,36495
952,일단 뛰어,2002,2002,33733
953,일장춘몽,2002,2001,36024
954,임포스터,2002,2001,31901
955,자반 고등어,2002,2000,29537
956,작별,2002,1998,27329
957,잔 다라,2002,2001,33454
958,잘난 걸 어떡해,2002,2002,39498
959,장희빈,2002,2002,38424
960,재밌는 영화,2002,2002,33183
961,정,2002,2002,38132
962,정글 쥬스,2002,2002,31924
963,제국의 아침,2002,2002,39414
964,제이 앤 사일런트 밥,2002,2001,33207
965,제이슨 X,2002,2001,31789
966,존 큐,2002,2002,33422
967,좋은 걸 어떡해,2002,2001,35902
968,좋은 사람 있으면 소개시켜줘,2002,2002,34218
969,죽어도 좋아!,2002,2002,34670
970,줄리엣을 위하여,2002,1999,34390
971,중독,2002,2002,34820
972,지금은 연애중,2002,2002,35338
973,집으로...,2002,2002,34324
974,집행,2002,1999,29020
975,짜라파파,2002,2000,32102
976,채채퐁 김치퐁,2002,2002,37416
977,챔피언,2002,2002,32968
978,천재 소년 지미 뉴트론,2002,2001,34161
979,천재소년 지미뉴트론 시즌1,2002,2002,136665
980,"철없는 아내와 파란만장한 남편, 그리고 태권소녀",2002,2002,34197
981,체인징 레인스,2002,2002,34923
982,초겨울 점심,2002,2002,35200
983,촉산전,2002,2001,33080
984,최종병기 그녀,2002,2002,38245
985,출동! 원더펫 시즌1,2002,2002,133213
986,취화선,2002,2002,31904
987,칸다하르,2002,2001,33160
988,캔디 케인,2002,2001,33408
989,커먼 웰스,2002,2000,32637
990,커비하우스,2002,2001,34013
991,케이티,2002,2002,33451
992,콜래트럴 데미지,2002,2002,32241
993,퀸 오브 뱀파이어,2002,2002,34388
994,크로스로드,2002,2002,34363
995,킴 파서블,2002,2002,38784
996,타운 앤 컨트리,2002,2001,32458
997,타임 머신,2002,2002,34456
998,타투,2002,2002,35620
999,턱시도,2002,2002,33096
1000,턴 잇 업,2002,2002,32979
1001,텍사스 레인저,2002,2001,34077
1002,텐 미니츠 - 트럼펫,2002,2002,35357
1003,트랩트,2002,2002,35757
1004,트리플 엑스,2002,2002,34001
1005,트릭 - TV 시리즈 2,2002,2002,37932
1006,파워레인저 와일드 포스,2002,2002,84657
1007,파워퍼프 걸 영화,2002,2002,34943
1008,파이,2002,1998,29480
1009,판타스틱 소녀 백서,2002,2000,32975
1010,패닉 룸,2002,2002,31917
1011,패밀리,2002,2002,32671
1012,포제션,2002,2002,35813
1013,폰,2002,2002,34232
1014,품행 제로,2002,2002,34190
1015,프레일티,2002,2001,34925
1016,프렌즈,2002,2002,38144
1017,프롬 헬,2002,2001,33719
1018,프릭스,2002,2002,35621
1019,플루토 내쉬,2002,2002,35812
1020,피너츠 송,2002,2002,34924
1021,피도 눈물도 없이,2002,2002,22879
1022,피아노 치는 대통령,2002,2002,35956
1023,피아니스트,2002,2001,33147
1024,피아니스트의 전설,2002,1998,29059
1025,피어닷컴,2002,2002,35553
1026,피터 팬 2 - 리턴 투 네버랜드,2002,2002,32113
1027,필름 메이커,2002,2002,34590
1028,하늘에서 내리는 일억개의 별,2002,2002,38073
1029,하드 캐쉬,2002,2002,34979
1030,하얀 방,2002,2002,34041
1031,하이 크라임,2002,2002,33087
1032,하이 힐 크라임,2002,2001,33796
1033,하치 이야기,2002,1987,34497
1034,하트 인 아틀란티스,2002,2001,33459
1035,하트의 전쟁,2002,2002,31185
1036,학교괴담,2002,2000,37141
1037,해리 포터와 비밀의 방,2002,2002,33930
1038,해안선,2002,2002,34958
1039,"해적, 디스코 왕 되다",2002,2002,34075
1040,해피 데이,2002,2000,30902
1041,헤드윅,2002,2001,31827
1042,현정아 사랑해,2002,2002,41348
1043,호타루,2002,2001,33512
1044,화성의 유령들,2002,2001,33209
1045,화장실 어디에요?,2002,2002,36019
1046,후 아 유,2002,2002,33420
1047,휘파람 공주,2002,2002,35814
1048,휴먼 네이쳐,2002,2001,33573
1049,흐르는 강물처럼,2002,2003,39495
1050,히치콕의 어떤 하루,2002,1999,29019
1051,1%의 어떤 것,2003,2003,24239
1052,10일 안에 남자 친구에게 차이는 법,2003,2003,36734
1053,25시,2003,2002,36581
1054,28일 후,2003,2002,36342
1055,4인용 식탁,2003,2003,35904
1056,8 마일,2003,2002,35626
1057,S.W.A.T. 특수기동대,2003,2003,37354
1058,...ing,2003,2003,36957
1059,가족 근본주의자,2003,2002,37854
1060,갈갈이 패밀리와 드라큐라,2003,2003,37101
1061,강아지 죽는다,2003,2002,33824
1062,강철의 연금술사 - 시리즈,2003,2003,41268
1063,갱스 오브 뉴욕,2003,2002,32680
1064,거울 속으로,2003,2003,36589
1065,거짓말의 빛깔,2003,1999,27283
1066,"걱정마, 그건 지나갈 거야",2003,2003,37855
1067,검은 물 밑에서,2003,2002,34520
1068,겁나게 하는군,2003,2001,37864
1069,게르트루드,2003,1964,37850
1070,게임의 규칙,2003,1939,20325
1071,고양이의 보은,2003,2002,37073
1072,곰돌이 푸 - 매지컬 월드,2003,1984,37126
1073,공각기동대 S.A.C. 2 GIG ,2003,2003,124914
1074,국화꽃 향기,2003,2003,35900
1075,굿바이 레닌,2003,2003,37409
1076,귀여운 여인,2003,2003,38117
1077,그녀에게,2003,2002,35388
1078,금발이 너무해 2,2003,2003,36698
1079,금색의 갓슈벨!!,2003,2003,63942
1080,기묘한 이야기,2003,2000,32663
1081,기쁜 소식,2003,2003,45259
1082,깝스,2003,2003,37157
1083,나비,2003,2003,36025
1084,나쁜 녀석들 2,2003,2003,34486
1085,나의 그리스식 웨딩,2003,2002,34972
1086,나크,2003,2002,36615
1087,남남북녀,2003,2003,35937
1088,남자의 향기,2003,2003,41324
1089,낭만자객,2003,2003,37038
1090,내 아버지에 대한 모든 것,2003,2002,36289
1091,내 인생의 콩깍지,2003,2003,36949
1092,내가 여자가 된 날,2003,2000,31049
1093,내셔널 시큐리티,2003,2003,36626
1094,내츄럴 시티,2003,2003,31563
1095,내친구 우비소년 1,2003,2003,104468
1096,냉정과 열정 사이,2003,2001,34532
1097,네메시스,2003,2002,36507
1098,네스트,2003,2002,36410
1099,네이키드 웨폰 - 적라특공,2003,2002,36600
1100,노란 손수건,2003,2003,39416
1101,노보,2003,2002,12507
1102,눈사람,2003,2003,37996
1103,니모를 찾아서 3D,2003,2003,32116
1104,다모,2003,2003,37760
1105,다운 위드 러브,2003,2003,34523
1106,다크니스,2003,2002,36624
1107,달려라 울엄마,2003,2003,38110
1108,닭초절임,2003,1985,37877
1109,당신 곁으로,2003,2003,40192
1110,대디 데이 케어,2003,2003,36674
1111,대장금,2003,2003,37761
1112,대한민국 헌법 제1조,2003,2003,35990
1113,더 캣,2003,2003,36743
1114,데드 라이크 미,2003,2003,38815
1115,데드 캠프,2003,2003,37050
1116,데스워치,2003,2002,36952
1117,데어데블,2003,2003,36678
1118,데이비드 게일,2003,2003,36763
1119,도그빌,2003,2003,36950
1120,도메,2003,2000,37745
1121,도살자,2003,1969,37874
1122,도플갱어,2003,2003,37393
1123,돌스,2003,2002,36153
1124,돌이킬 수 없는,2003,2002,35182
1125,동갑내기 과외하기,2003,2003,35938
1126,동거남녀,2003,2001,35785
1127,동승,2003,2002,29748
1128,동해물과 백두산이,2003,2003,37246
1129,드라마시티 - 엄마의 첫 사랑,2003,2003,123224
1130,드럼라인,2003,2002,36506
1131,드림캐쳐,2003,2003,33175
1132,디 아워스,2003,2002,31867
1133,디아블로,2003,2003,36866
1134,디지몬 프론티어 7기: 고대 디지몬 부활!!,2003,2002,120748
1135,때려,2003,2003,38811
1136,똥개,2003,2003,36931
1137,러브 레터,2003,2003,37047
1138,러브 액츄얼리,2003,2003,36843
1139,러브 인 맨하탄,2003,2002,36505
1140,런 투 유,2003,2002,33696
1141,레전드 오브 리타,2003,2000,36797
1142,레퀴엠,2003,2001,36525
1143,로즈마리,2003,2003,37994
1144,록키와 불윙클,2003,2000,29774
1145,루니 툰 - 백 인 액션,2003,2003,37787
1146,리크루트,2003,2003,36351
1147,링,2003,2002,31578
1148,링0 - 버스데이,2003,2000,29202
1149,마들렌,2003,2002,34570
1150,마스터 앤드 커맨더: 위대한 정복자,2003,2003,37686
1151,마이 리틀 아이,2003,2002,37072
1152,마지막 수업,2003,2002,36303
1153,맛있는 섹스 그리고 사랑,2003,2003,35903
1154,매치스틱 맨,2003,2003,36853
1155,매트릭스 2 - 리로디드,2003,2003,31464
1156,매트릭스 3 - 레볼루션,2003,2003,12954
1157,메달리온,2003,2003,33095
1158,메이,2003,2002,36900
1159,메트로폴리스,2003,2001,33039
1160,모노노케 히메,2003,1997,19303
1161,모토 카레,2003,2003,65479
1162,목격자,2003,2002,36888
1163,목두기 비디오,2003,2003,37764
1164,무간도,2003,2002,36565
1165,무간도 2 - 혼돈의 시대,2003,2003,37487
1166,무언의 목격자 시즌7,2003,2003,89279
1167,무인시대,2003,2003,38066
1168,문라이트 마일,2003,2002,35997
1169,미남 세르쥬,2003,1958,37870
1170,미녀 삼총사 2 - 맥시멈 스피드,2003,2003,34533
1171,미스틱 리버,2003,2003,37709
1172,미싱,2003,2003,67787
1173,미카엘,2003,1924,37845
1174,밀레니엄 맘보,2003,2001,33159
1175,바람난 가족,2003,2003,36451
1176,"바람의 검, 신선조",2003,2003,37720
1177,바텔,2003,2000,29267
1178,반올림,2003,2003,37992
1179,반지의 제왕: 왕의 귀환,2003,2003,31796
1180,발리우드 헐리우드,2003,2002,36989
1181,방탄승,2003,2003,30689
1182,백만송이 장미,2003,2003,38118
1183,백수 탈출,2003,2003,38392
1184,백조의 호수,2003,2003,41346
1185,뱀파이어,2003,1932,37847
1186,버스데이 걸,2003,2001,34206
1187,베를린의 여걸들,2003,2002,37860
1188,베터 댄 섹스,2003,2000,34978
1189,벤자민 프로젝트,2003,2002,34495
1190,별,2003,2003,35879
1191,보디가드,2003,2003,38803
1192,보리울의 여름,2003,2003,35769
1193,보물성,2003,2002,32115
1194,볼링 포 콜럼바인,2003,2002,35178
1195,봄 여름 가을 겨울 그리고 봄,2003,2003,36617
