,영화제목,개봉년도,제작년도,영화코드
13651,빅샤크: 매직체인지,2018,2015,175365
13652,빨간 폭주 정사,2018,2016,169572
13653,빨간사과와 거유녀,2018,2016,169548
13654,뺏고 싶은 형수,2018,2016,168115
13655,사경,2018,2018,176907
13656,사라진 밤,2018,2018,165026
13657,"사랑, 스무살",2018,2016,143373
13658,사랑이 지나간 자리,2018,2015,146736
13659,사이드 이펙트,2018,2016,176994
13660,사일런트 워,2018,2014,172061
13661,산부인과 남자의사,2018,2017,171887
13662,산의 톰씨,2018,2015,172561
13663,산책하는 침략자,2018,2017,159636
13664,산타모니카 인 러브,2018,2014,104390
13665,살아남은 아이,2018,2017,159894
13666,살인소설,2018,2017,157974
13667,삼국-무영자,2018,2018,177352
13668,삼국전쟁: 전쟁의 서막,2018,2017,169552
13669,삼국지: 황건적의 난,2018,2018,180380
13670,삼생삼세 십리도화,2018,2017,144216
13671,삼손,2018,2018,169648
13672,상류사회,2018,2018,172010
13673,새디스트,2018,2017,143401
13674,새벽을 알리는 루의 노래,2018,2017,159833
13675,새벽의 약속,2018,2017,168735
13676,새엄마는 전여친,2018,2017,170684
13677,새엄마의 섹스 교육 무삭제판,2018,2017,174062
13678,새오빠2,2018,2018,173498
13679,새터데이 처치,2018,2017,162072
13680,샘,2018,2017,162148
13681,샤오린: 3인의 고수,2018,2017,168159
13682,샤크네이도 스톰,2018,2015,140799
13683,샷 콜러,2018,2017,140064
13684,서바이벌 패밀리,2018,2017,159645
13685,서버비콘,2018,2017,144130
13686,서산개척단,2018,2018,171413
13687,서유기 2017: 손오공 대 요괴 백골정,2018,2016,169551
13688,서치,2018,2017,172425
13689,선녀는 몸으로 운다-감독판,2018,2018,174387
13690,선배 남편 내가 가지기,2018,2016,169568
13691,선생님!... 좋아해도 될까요?,2018,2017,163681
13692,선셋 파크,2018,2017,174034
13693,선종 무문관,2018,2016,179712
13694,성난황소,2018,2018,174835
13695,성욕처리의 비밀,2018,2016,169530
13696,"세라비, 이것이 인생!",2018,2017,167049
13697,세번째 밤,2018,2017,171769
13698,세이크리드 하트,2018,2016,179681
13699,세일즈맨의 전설,2018,2017,170888
13700,세탁소 여주인의 정사,2018,2016,170666
13701,섹션제로2-블랙스쿼드,2018,2016,171443
13702,섹스 인 더 게임,2018,2017,169509
13703,"섹스 후, 5일간의 여행",2018,2010,76132
13704,셀카 출장마사지,2018,2017,171882
13705,셜록 놈즈,2018,2018,158620
13706,셰이프 오브 워터: 사랑의 모양,2018,2017,158626
13707,소공녀,2018,2017,159311
13708,"소녀, 하늘을 날다!",2018,2017,163744
13709,소녀의 세계,2018,2018,152182
13710,소림사: 전설의 고수,2018,2017,168158
13711,소성리,2018,2017,168991
13712,속닥속닥,2018,2018,172003
13713,수성못,2018,2017,142250
13714,순결여대생의 오르가즘,2018,2017,171805
13715,순정거유의 절정,2018,2016,169539
13716,술취한 상사의 아내가 이쁘다,2018,2017,171848
13717,숨바꼭질: 겟 아웃,2018,2014,108006
13718,숲속의 부부,2018,2017,165452
13719,스나이퍼,2018,2015,137249
13720,스와핑 : 친구부부의 쾌락2,2018,2018,178401
13721,스와핑 : 친구의 아내 2,2018,2018,177382
13722,스와핑 : 형의 여자 무삭제판,2018,2017,173861
13723,스와핑 민박집,2018,2018,179849
13724,스와핑:아내가 다른 남자와 하고 있다,2018,2016,174014
13725,스윙키즈,2018,2018,164101
13726,스카이바운드,2018,2017,179644
13727,스카이스크래퍼,2018,2018,160375
13728,스키타이: 불멸의 전사,2018,2018,177442
13729,스타 이즈 본,2018,2018,168050
13730,스타박'스 다방,2018,2016,141158
13731,"스탠바이, 웬디",2018,2017,147388
13732,스텝 바이 스텝,2018,2016,159719
13733,스텝 업: 비트 더 월드,2018,2011,176538
13734,스트라이크 원,2018,2014,178874
13735,스파이더맨: 뉴 유니버스,2018,2018,171725
13736,스파키,2018,2016,140235
13737,스페셜 스쿼드,2018,2018,172777
13738,스페이스 치킨: 마법 부적의 비밀,2018,2017,169649
13739,슬랙 베이: 바닷가 마을의 비밀,2018,2016,150373
13740,슬레이브워,2018,2015,156909
13741,시니스터 스쿼드,2018,2016,179667
13742,시부야 갸루걸 실신마사지,2018,2017,171804
13743,시아버지와 며느리:참을 수 없는 날,2018,2017,177881
13744,시아의 몽정기,2018,2018,177373
13745,시카리오: 데이 오브 솔다도,2018,2018,152680
13746,시크릿 어페어,2018,2017,174393
13747,식구,2018,2018,149144
13748,식물도감,2018,2016,151145
13749,식스 빌로우,2018,2017,168479
13750,신 전래동화,2018,2017,161693
13751,신 젊은 엄마 - 무삭제판,2018,2018,180640
13752,신 테니스의 왕자: 베스트 게임즈!! 테즈카 vs 아토베,2018,2018,179180
13753,신경쇠약 직전의 여자,2018,1988,12568
13754,신과함께-인과 연,2018,2017,167697
13755,신들의 제국,2018,2014,119415
13756,신비아파트: 금빛 도깨비와 비밀의 동굴,2018,2018,174805
13757,신비한 동물들과 그린델왈드의 범죄,2018,2018,154255
13758,신은 죽지 않았다 3: 어둠 속의 빛,2018,2018,172344
13759,신정무문 디 오리지널,2018,1976,31600
13760,실종: 비밀의 소녀,2018,2017,171408
13761,십팔나한,2018,2017,169532
13762,싸이코 킬러,2018,2015,142086
13763,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018,2017,165030
13764,쓰리 빌보드,2018,2017,158610
13765,씨 오브 트리스,2018,2015,125433
13766,아기곰 보보 구출 대작전,2018,2016,163664
13767,아기돼지 3형제와 쿵푸랜드,2018,2017,171754
13768,아내와 제자들:네토라레,2018,2017,174019
13769,아내의 불륜:아이를 낳고 싶어요,2018,2015,172597
13770,아내의 섹스 프랜드,2018,2017,174032
13771,아내의 외도: 감독판,2018,2018,173424
13772,아내의 욕정을 뚫어준 배관공,2018,2017,174405
13773,아내의 젊은 엄마,2018,2016,168197
13774,아내의 하반신 - 가죽소파,2018,2016,170705
13775,아름다운 별,2018,2017,159631
13776,아메리카 타운,2018,2017,158537
13777,아버지를 찾아서,2018,2018,174037
13778,아오 오니,2018,2017,160482
13779,아웃도어 비긴즈,2018,2017,151155
13780,아이 엠 낫 유어 니그로,2018,2016,154717
13781,아이 캔 온리 이매진,2018,2018,169647
13782,아이 필 프리티,2018,2018,168017
13783,"아이, 토냐",2018,2017,154293
13784,아이다,2018,2017,171810
13785,아이스브레이커,2018,2016,162196
13786,아인,2018,2017,157795
13787,아일라,2018,2017,169240
13788,아직 끝나지 않았다,2018,2017,167064
13789,아쿠아맨,2018,2018,151153
13790,아큐페이션,2018,2018,171545
13791,악셀,2018,2017,171772
13792,악의 도시,2018,2015,124010
13793,안개 속 소녀,2018,2017,171927
13794,안나 카레니나,2018,2018,176008
13795,"안나, 평양에서 영화를 배우다",2018,2013,111186
13796,"안녕, 나의 소녀",2018,2017,171822
13797,"안녕, 나의 소녀 시절이여",2018,2018,179841
13798,안시성,2018,2017,163533
13799,안티 큐어,2018,2016,166589
13800,알 카포네: 스카페이스의 전설,2018,2017,169636
13801,알리바이 닷 컴,2018,2017,159670
13802,암수살인,2018,2018,167105
13803,애연,2018,2018,174402
13804,애욕의 잔다라 후예들,2018,2016,180366
13805,애인 : 아내의 남자,2018,2018,174378
13806,애프터매스,2018,2017,158665
13807,액슬,2018,2018,167481
13808,액트 오브 워,2018,2015,121086
13809,앤: 영혼이 깃든 인형,2018,2018,178877
13810,앤트로포이드,2018,2016,151740
13811,앤트맨과 와스프,2018,2018,144330
13812,야한 정사의 맛-감독판,2018,2018,173421
13813,야한 짓: 감독판,2018,2018,173468
13814,야한 짓하는 세 명의 단지처,2018,2017,171845
13815,야한 친구 아줌마,2018,2018,188546
13816,약점 잡혀 협박당하는 알바녀,2018,2017,179169
13817,양말요정 휴고의 대모험,2018,2016,165479
13818,양아치 느와르,2018,2018,177975
13819,양의 나무,2018,2017,168776
13820,어느 가족,2018,2018,172174
13821,어둔 밤,2018,2017,165458
13822,어드리프트:우리가 함께한 바다,2018,2018,172768
13823,어른도감,2018,2017,174305
13824,어른이 되면,2018,2018,175586
13825,어린 BJ 와이프,2018,2017,171878
13826,어린 새엄마-무삭제판,2018,2018,176325
13827,어린 새엄마들,2018,2018,181975
13828,어린 신입여직원의 야근,2018,2016,169511
13829,어린 엄마,2018,2017,170612
13830,어린 여배우,2018,2018,175251
13831,어린장모,2018,2018,174422
13832,어메이징 그레이스,2018,2017,165028
13833,어벤져스 그림: 시간 전쟁,2018,2018,179714
13834,어벤져스: 인피니티 워,2018,2018,136315
13835,어쌔신: 닌자걸,2018,2008,103736
13836,언노운 게스트,2018,2014,181093
13837,언더 더 트리,2018,2017,167508
13838,언더 워터 샤크,2018,2016,172586
13839,언덕길의 아폴론,2018,2018,164113
13840,언씬: 할로우맨,2018,2016,155241
13841,언프리티 소셜 스타,2018,2017,152698
13842,얼리맨,2018,2018,154251
13843,얼터드 카본,2018,개봉년도(2018),172001
13844,엄마 애인,2018,2017,171813
13845,엄마 친구 : 그녀의 섹스고백 무삭제판,2018,2017,174063
13846,엄마의 공책,2018,2017,156322
13847,엄마의 레시피,2018,2017,159647
13848,엄마의 연애,2018,2018,173423
13849,엄마의 유혹,2018,2018,176536
13850,엄마의 일탈-아들의 친구를 사랑하다,2018,2017,170703
13851,엄마친구들 2,2018,2018,178415
13852,엄마친구의맛,2018,2018,181561
13853,업그레이드,2018,2018,174626
13854,에그엔젤 코코밍: 두근두근 핼러윈 파티,2018,2018,178426
13855,에델과 어니스트,2018,2016,156584
13856,에브리데이,2018,2018,170824
13857,에스코바르,2018,2017,154273
13858,에이리언 지구대침공,2018,2010,118736
13859,에이리언 컨버전스,2018,2017,178875
13860,에일리언 킬러,2018,2018,179185
13861,엑소시스트: 사탄의 부활,2018,2016,172519
13862,엑소시스트: 악마의 영혼,2018,2017,164330
13863,엔테베 작전,2018,2018,152669
13864,엘 마르,2018,2016,146180
13865,엘리베이터에서 색다른 경험,2018,2017,173969
13866,엘리엇과 산타 썰매단,2018,2018,169642
13867,여곡성,2018,2018,171750
13868,여관주인과 재혼한 아내의 딸,2018,2016,170694
13869,여교사 : 제자와의 사랑,2018,2018,176065
13870,여자 아나운서의 속살,2018,2016,169545
13871,여자라는 이름으로,2018,2018,177230
13872,여작가와 편집장,2018,2016,169531
13873,여중생A,2018,2018,168405
13874,여직원의 맛,2018,2018,173997
13875,여친 언니,2018,2018,174400
13876,여친엄마 2,2018,2018,178432
13877,연애 : 엄마친구,2018,2018,176537
13878,열다섯의 순수,2018,2016,162405
13879,열대야,2018,2017,170206
13880,염력,2018,2017,153651
13881,영웅본색4,2018,2017,159855
13882,영주,2018,2017,164102
13883,영혼의 순례길,2018,2015,143776
13884,옆집소녀2,2018,2018,179121
13885,예스 평창!,2018,2017,172525
13886,오 루시!,2018,2017,168303
13887,"오늘 밤, 로맨스 극장에서",2018,2018,170859
13888,오렌지 소파의 스와핑,2018,2016,169538
13889,오목소녀,2018,2018,174257
13890,오션스8,2018,2018,153675
13891,오스,2018,2016,154435
13892,오아시스 세탁소,2018,2017,165020
13893,오장군의 발톱,2018,2017,155710
13894,오직 사랑뿐,2018,2016,151715
13895,온리 더 브레이브,2018,2017,151752
13896,올 더 머니,2018,2017,163842
13897,완벽한 망상,2018,2016,169559
13898,완벽한 섹스의 맛-감독판,2018,2017,171895
13899,완벽한 섹스의 발견,2018,2014,129090
13900,완벽한 타인,2018,2018,167638
13901,요묘전: 레전드 오브 더 데몬 캣,2018,2017,159627
13902,욕구불만녀:많이 쌓였어요,2018,2016,172598
13903,용의자X적 헌신,2018,2017,161944
13904,우드쇼크,2018,2017,143359
13905,우리는 썰매를 탄다,2018,2014,119555
13906,우연한 정사,2018,2016,180347
13907,운동회,2018,2016,137855
13908,운전면허학원 여교사,2018,2017,171869
13909,워 랜드,2018,2007,177258
13910,원 나잇 리멤버,2018,2011,81807
13911,원더 휠,2018,2017,167408
13912,원더스트럭,2018,2017,162874
13913,원더풀 고스트,2018,2018,152156
13914,원스 어폰 어 타임 인 베니스,2018,2017,142251
13915,원죄,2018,2017,164974
13916,원초적 비디오 테이프,2018,2016,157340
13917,월요일이 사라졌다,2018,2017,118955
13918,웨이크필드,2018,2016,146216
13919,위 베어 베어스: 베이비 베어스,2018,2018,174806
13920,위스키 밴디트,2018,2017,171576
13921,위시업,2018,2018,172776
13922,윌리,2018,2018,179719
13923,유니콘 원정대: 비밀의 다이어리,2018,2016,175617
13924,유니폼을 벗은 관리인,2018,2017,166105
13925,유부녀 가정부와 호기심 많은 아들래미,2018,2017,173946
13926,유부녀의 불륜고백,2018,2016,172505
13927,유사성행위 술집,2018,2016,170674
13928,유전,2018,2017,172420
13929,유혹당한 요가교실,2018,2017,171892
13930,유혹의 계절,2018,2017,180026
13931,은혼2: 규칙은 깨라고 있는 것,2018,2018,178456
13932,음란한처제,2018,2017,170702
13933,의붓아들 농락하는 새엄마,2018,2017,173955
13934,"이,기적인 남자",2018,2017,170310
13935,이름없는 새,2018,2017,163682
13936,이모의유혹,2018,2017,173513
13937,이미그레이션 게임,2018,2017,151886
13938,이별의 아침에 약속의 꽃을 장식하자,2018,2018,172113
13939,이블데드 본리스,2018,2016,159335
13940,이비자 언데드,2018,2016,157172
13941,이상한 나라의 앨리스,2018,2018,174004
13942,이스케이프 플랜 2: 하데스,2018,2018,168018
13943,이차크의 행복한 바이올린,2018,2017,171921
13944,이탈리안 레이스,2018,2016,149027
13945,익스큐터: 더 파이널,2018,2017,172557
13946,인 더 더스트,2018,2018,176892
13947,인 디 아일,2018,2018,163712
13948,인 서클,2018,2016,172523
13949,인공지능 섹스돌,2018,2018,176009
13950,인랑,2018,2018,109906
13951,인생 후르츠,2018,2017,179694
13952,인시디어스4: 라스트 키,2018,2017,158647
13953,인어전설,2018,2016,137917
13954,인컨시버블,2018,2017,163371
13955,인크레더블 2,2018,2018,136990
13956,인투 더 샤크스톰,2018,2017,176524
13957,인피니티 포스 : 독수리오형제 최후의 심판,2018,2018,179235
13958,일주일 그리고 하루,2018,2016,155036
13959,일진,2018,2017,170954
13960,임을 위한 행진곡,2018,2018,156466
13961,잉글랜드 이즈 마인,2018,2017,159839
13962,자꾸 열리는 검은 속옷,2018,2016,169549
13963,자매의은밀한스와핑,2018,2018,180342
13964,"작년 겨울, 너와 이별",2018,2018,170405
13965,장고 인 멜로디,2018,2017,159795
13966,장모의 유혹-아내가 집에 없던 날,2018,2017,170704
13967,저니스 엔드,2018,2017,158652
13968,저스티스 배틀,2018,2017,174370
13969,저주의 산뗏,2018,2018,179161
13970,적 그리스도의 날,2018,2016,177357
13971,적인걸 3: 사대천왕,2018,2018,177394
13972,전망 좋은 집: 맛있는 섹스,2018,2016,181368
13973,전설의 고향,2018,2015,171888
13974,전화로 꼬시는 여자들,2018,2017,166106
13975,절정기:느끼는 여자들,2018,2016,173441
13976,젊은 누나,2018,2018,176060
13977,젊은 엄마 친구,2018,2018,179173
13978,젊은 형수: 형의 여자를 탐하다,2018,2017,173363
13979,젊은장모,2018,2017,172569
13980,점박이 한반도의 공룡2 : 새로운 낙원,2018,2018,180379
13981,정글,2018,2017,158623
13982,정글번치: 최강 악당의 등장,2018,2017,171403
13983,정사 : 나쁜 시동생,2018,2016,172540
13984,정사 : 시아버지와 도련님,2018,2017,170640
13985,정사 : 어린 새엄마,2018,2018,173957
13986,정사 : 착한 며느리들,2018,2017,170681
13987,정사 : 착한 며느리들 2,2018,2018,174401
13988,정사 : 처제의 사랑,2018,2018,177380
13989,정사: 은밀한 밀애,2018,2016,153531
13990,정사: 친구의 엄마 무삭제,2018,2017,171773
13991,정사:그녀의 마지막 섹스,2018,2015,173503
13992,정사:동생의 아내,2018,2016,174445
13993,정사:아들의 아내,2018,2015,173442
13994,정사:착한 며느리,2018,2016,174444
13995,정사:형수와 도련님,2018,2016,171836
13996,젝스키스 에이틴,2018,2017,172006
13997,조교받는 신입 여직원,2018,2016,170696
13998,조선명탐정: 흡혈괴마의 비밀,2018,2017,165748
13999,종이비행기,2018,2017,149629
14000,죄 많은 소녀,2018,2017,168749
14001,주문은 토끼입니까?? ~디어 마이 시스터~,2018,2017,170427
14002,주피터스 문,2018,2017,162870
14003,죽음의 리무진,2018,2016,177368
14004,중2병이라도 사랑이 하고 싶어! 테이크 온 미,2018,2018,172034
14005,중학교 동창 유부녀,2018,2016,170667
14006,쥬라기 월드: 폴른 킹덤,2018,2018,154285
14007,쥬만지: 새로운 세계,2018,2017,152656
